Id,SalePrice
1461,124701.71440603548
1462,144097.28064641793
1463,188922.8609232801
1464,184843.96113343653
1465,190535.86795064097
1466,198219.71027991417
1467,167209.12097862488
1468,167580.91699963482
1469,182727.32502876647
1470,119725.0329011974
1471,202454.9144624616
1472,95949.53654308684
1473,95388.03205580467
1474,150150.36142158616
1475,107840.65523527453
1476,328392.5152000226
1477,230260.21078027342
1478,306885.05990257073
1479,315944.10026097554
1480,453450.2232311348
1481,306973.7545731093
1482,193665.4158970578
1483,190691.85303766702
1484,172375.52663640628
1485,178816.43780971304
1486,209344.50394949096
1487,323358.00551353267
1488,229576.83164493972
1489,204535.53413102552
1490,234839.6740402979
1491,190716.9850082161
1492,92806.0219353674
1493,197437.3999146723
1494,302723.72496869095
1495,277561.255496552
1496,229915.05729276506
1497,176577.38308569623
1498,165159.3873972069
1499,168548.54584838802
1500,169266.21249555214
1501,175199.71525171638
1502,159106.91669636295
1503,259388.73662872872
1504,227839.95685124682
1505,217756.1320889332
1506,163506.35674445983
1507,249879.92779755712
1508,185889.52525857821
1509,153683.36731212767
1510,145343.10072874255
1511,142553.66023488686
1512,163155.34901904766
1513,139944.38914549872
1514,155037.23720228733
1515,186510.2008061985
1516,157588.04409480098
1517,157305.6276885013
1518,129986.62125231378
1519,225695.13172280954
1520,130809.98586725876
1521,133141.54876422498
1522,166094.22134304978
1523,112481.49541808877
1524,117410.6022847395
1525,117464.45255901276
1526,124926.40553952738
1527,102819.40581218603
1528,128139.2639038446
1529,142715.41640633624
1530,158414.72624896732
1531,120801.19773316188
1532,100670.2027671754
1533,142946.3196177952
1534,116816.5734136394
1535,145468.2567262961
1536,115092.57795134571
1537,98749.5918518054
1538,149130.65499419515
1539,205372.06224773376
1540,127610.5054886184
1541,128772.87275530265
1542,139744.30328557096
1543,179252.0285546366
1544,79245.94882381916
1545,103401.5165187274
1546,135302.97657430463
1547,143752.84686084156
1548,124572.86413964325
1549,118353.24825093918
1550,152539.5846956967
1551,119002.1835312798
1552,147771.31281698338
1553,154721.56060759348
1554,108602.27079297419
1555,169625.39572809715
1556,87739.23056412062
1557,123033.78609242967
1558,82868.20423577196
1559,77863.64118656064
1560,133111.33402934656
1561,143930.96587164566
1562,130033.30199584126
1563,121882.60795374164
1564,153616.85222160156
1565,157979.13836158373
1566,237241.16446249845
1567,91404.12602206424
1568,222162.69080685815
1569,165928.06196394181
1570,148426.87233198617
1571,118093.86163344709
1572,139471.24167370415
1573,241381.48661349385
1574,138651.68973153605
1575,264117.503500703
1576,229230.67848069713
1577,190852.38641051287
1578,138270.7400275517
1579,143779.61930216607
1580,193235.48544927445
1581,154637.7091645009
1582,126641.39737123763
1583,323915.09347065917
1584,234208.3281116525
1585,141966.78889615845
1586,66111.67833508799
1587,103880.88990838728
1588,142567.44747047217
1589,102598.3520091499
1590,131255.20861103595
1591,99495.47380109057
1592,122131.4701699088
1593,121116.66519598465
1594,111589.3565561371
1595,130697.84363358248
1596,228502.73171574064
1597,196919.59240045017
1598,217069.32209977557
1599,169880.34242525932
1600,183466.66798011624
1601,81881.09178183076
1602,115335.35746763142
1603,70644.9339055778
1604,260166.0398871012
1605,252273.85841230664
1606,164297.82268061393
1607,170191.73294205524
1608,217581.20728976442
1609,182093.72413544328
1610,165611.13786638304
1611,146082.0092361582
1612,187513.7965360712
1613,181655.29064105253
1614,125283.09910420734
1615,80118.65099246107
1616,77130.57953602746
1617,88348.78940639838
1618,125468.77779521806
1619,143157.25601920718
1620,178674.4377730933
1621,150530.76336883716
1622,134535.49006568498
1623,314315.96760524786
1624,232105.9913443128
1625,126418.05607861752
1626,170309.23091486504
1627,175011.95948989896
1628,251184.78380455624
1629,167238.41336336872
1630,322028.31701481814
1631,192515.9738433549
1632,232595.95851254064
1633,163661.67361429502
1634,186575.82349748374
1635,196312.63772659958
1636,170246.51910386598
1637,189631.78352135795
1638,205131.59974822364
1639,179808.10123341632
1640,253426.47980564096
1641,175454.31279518353
1642,222986.51480291926
1643,218143.5782621443
1644,215562.97348102255
1645,185390.89845164615
1646,158200.0641601281
1647,159416.58387040638
1648,136844.20357649916
1649,131573.37680742002
1650,119613.62694037725
1651,120667.55246819706
1652,94705.08267362775
1653,95603.34867350942
1654,148136.7839735252
1655,140083.4916424331
1656,142350.7253360716
1657,151270.83304620863
1658,152208.11414734265
1659,118548.97160338007
1660,176489.99926642072
1661,423644.40039063815
1662,358826.35410306347
1663,404108.2999093092
1664,455360.48770323116
1665,315071.9933932803
1666,345406.7236262093
1667,367595.657807212
1668,335970.11973011045
1669,294690.83112151886
1670,374814.6762578314
1671,270604.31361878605
1672,416381.51577645127
1673,290180.370697449
1674,240185.48434278637
1675,195334.79128496881
1676,207876.59123097695
1677,199475.83597422222
1678,505491.57042644214
1679,425299.5361313864
1680,315945.37140254717
1681,222974.9959767701
1682,331600.6502898232
1683,185284.8618280745
1684,178807.7768737789
1685,178092.62070024855
1686,172596.36817486794
1687,167501.53926404065
1688,190207.93619774329
1689,191555.2876011172
1690,185250.05289969593
1691,182269.89341572695
1692,256850.3528301257
1693,169616.14319395367
1694,180933.79205547736
1695,159281.69060276193
1696,273584.9432396945
1697,159281.69060276193
1698,350036.5495039712
1699,338367.4996744903
1700,259344.52582707122
1701,266885.28886227927
1702,238172.90696958863
1703,255750.0250577723
1704,288327.26285266905
1705,211503.55327549798
1706,465269.3155522531
1707,195351.89558040944
1708,196549.39509838543
1709,244466.52511433707
1710,235270.1249085026
1711,274027.74585440464
1712,234710.17934304694
1713,300651.55080943764
1714,225571.9087525236
1715,206493.70295002556
1716,177418.0928737435
1717,173297.80837654724
1718,134917.81345972713
1719,199309.13865126128
1720,244560.09719642808
1721,180042.32931360576
1722,132199.6750142439
1723,168721.93268649516
1724,203223.1775582063
1725,231384.77827593702
1726,204127.2780713097
1727,177084.0553458471
1728,191791.06823094428
1729,156468.60392633165
1730,157539.30759971682
1731,129305.13158866683
1732,131090.00482832984
1733,112906.6501738267
1734,133557.47584073126
1735,132991.20755525862
1736,123289.37409345557
1737,286283.96806778817
1738,211610.8133060645
1739,231042.30423333842
1740,257670.88197954197
1741,215779.96354239972
1742,173365.64510517102
1743,176140.7372821347
1744,305862.2841195978
1745,186608.60434828012
1746,198392.0675637702
1747,206280.6119663082
1748,234987.7470224513
1749,156391.88260358627
1750,138489.3984224786
1751,216429.8458786676
1752,120706.4931661483
1753,144871.57532778737
1754,189519.6572068786
1755,170335.40650941714
1756,123838.6363081397
1757,120360.73490628497
1758,138019.53391963252
1759,160745.6775282394
1760,169406.65954173106
1761,162563.5724906044
